ID_407,ID_407,phosphoenolpyruvate kinase (UDP),Phosphoenolpyruvate + UDP=>Pyruvate + UTP,CD630_33940,Pyruvate kinase (PK),Pyruvate kinase (EC 2.7.1.40) / Phosphohistidine swiveling domain
ID_239,ID_239,dUTP:uridine 5'-phosphotransferase,dUTP + Uridine=>dUDP + UMP,CD630_05570,putative uridine kinase,"Uridine kinase, type 2 (EC 2.7.1.48)"
ID_137,ID_137,ribonucleotide-triphosphate reductase (CTP),CTP + FMNH2=>dCTP + FMN + H2O,CD630_01080,Anaerobic ribonucleoside triphosphate reductase,"Ribonucleotide reductase of class III (anaerobic), large subunit (EC 1.17.4.2)"
ID_117,ID_117,uracil phosphoribosyltransferase,PRPP + Uracil=>PPi + UMP,CD630_25950 or CD630_34790,Uracil phosphoribosyltransferase (UMP pyrophosphorylase) (UPRTase),Uracil phosphoribosyltransferase (EC 2.4.2.9)
ID_447,ID_447,orotidine-5'-phosphate decarboxylase,Orotidylic acid=>CO2 + UMP,CD630_35920,Orotidine 5'-phosphate decarboxylase (OMP decarboxylase) (OMPDCase) (OMPdecase),Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)
ID_348,ID_348,dUTP:cytidine 5'-phosphotransferase,Cytidine + dUTP=>CMP + dUDP,CD630_05570,putative uridine kinase,"Uridine kinase, type 2 (EC 2.7.1.48)"
ID_413,ID_413,dATP:uridine 5'-phosphotransferase,dATP + Uridine=>dADP + UMP,CD630_05570,putative uridine kinase,"Uridine kinase, type 2 (EC 2.7.1.48)"
ID_269,ID_269,ATP:dCMP phosphotransferase,ATP + dCMP=>ADP + dCDP,CD630_18160,Cytidylate kinase (CK) (Cytidine monophosphate kinase) (CMP kinase),Cytidylate kinase (EC 2.7.4.25)
ID_534,ID_534,thioredoxin-disulfide reductase,H+ + NADPH + trdox=>NADP + trdrd,CD630_16910 or CD630_21170 or CD630_23560,Thioredoxin reductase 3,Thioredoxin reductase (EC 1.8.1.9)
ID_718,ID_718,pseudouridine-5'-phosphate glycosidase,H2O + Pseudouridine 5'-phosphate=>ribose-5-phosphate + Uracil,CD630_01030 or CD630_10600 or CD630_20500 or CD630_25960 or CD630_04050,Ribosomal small subunit pseudouridine synthase A,Ribosomal small subunit pseudouridine synthase A (EC 5.4.99.19)
ID_40,ID_40,cytidine aminohydrolase,Cytidine + H2O=>NH3 + Uridine,CD630_24380,Cytidine deaminase (Cytidine aminohydrolase) (CDA),Cytidine deaminase (EC 3.5.4.5)
ID_442,ID_442,dGTP:uridine 5'-phosphotransferase,dGTP + Uridine=>dGDP + UMP,CD630_05570,putative uridine kinase,"Uridine kinase, type 2 (EC 2.7.1.48)"
ID_432,ID_432,dTTP:cytidine 5'-phosphotransferase,Cytidine + TTP=>CMP + dTDP,CD630_05570,putative uridine kinase,"Uridine kinase, type 2 (EC 2.7.1.48)"
ID_153,ID_153,acetyl-CoA carboxylase,Acetyl-CoA + ATP + H+ + H2CO3=>ADP + Malonyl-CoA + Phosphate,CD630_19360 and CD630_19370 and CD630_19390 and CD630_19380,Acetyl-CoA carboxylase subunit,Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14)
ID_474,ID_474,V-type sodium ATP synthase,ADP + Na+ [e0] + Phosphate=>ATP + H2O + Na+,CD630_29540 and CD630_29550 and CD630_29560 and CD630_34670 and CD630_29580 and CD630_29561 and CD630_29590,ATP hydrolase epsilon chain,ATP synthase epsilon chain (EC 3.6.3.14)
ID_565,ID_565,oxaloacetate carboxy-lyase,Oxaloacetate=>CO2 + Pyruvate,CD630_10050,putative NAD-dependent malic enzyme,NADP-dependent malic enzyme (EC 1.1.1.40)
ID_32,ID_32,pyruvate:NAD+ 2-oxidoreductase,CoA + NAD + Pyruvate=>Acetyl-CoA + CO2 + H+ + NADH,CD630_07230 and CD630_00360 and CD630_00370,"Bifunctional carbon monoxide dehydrogenase/acetyl-CoA synthase, dihydrolipoyl dehydrogenase subunit",Dihydrolipoamide dehydrogenase (EC 1.8.1.4)
ID_49,ID_49,ATP synthase,ADP + H+ [e0] + Phosphate=>ATP + H2O + H+,(CD630_34700 and CD630_34740 and CD630_34720 and CD630_34710 and CD630_34690 and CD630_34680 and CD630_29570 and CD630_29600 and CD630_34760) or (CD630_34700 and CD630_34740 and CD630_34720 and CD630_34710 and CD630_34690 and CD630_34680 and CD630_34730 and CD630_29600 and CD630_34760),ATP synthase subunit beta (ATPase subunit beta) (ATP synthase F1 sector subunit beta ),ATP synthase beta chain (EC 3.6.3.14)
ID_280,ID_280,acetate kinase,ADP + Acetylphosphate=>Acetate + ATP,CD630_11750,Acetate kinase (Acetokinase),Acetate kinase (EC 2.7.2.1)
ID_188,ID_188,"ATP:pyruvate,phosphate phosphotransferase",ATP + Phosphate + Pyruvate=>AMP + Phosphoenolpyruvate + PPi,CD630_24100 or CD630_05820,"Pyruvate phosphate dikinase (ATP:pyruvate,phosphate phosphotransferase)","Pyruvate,phosphate dikinase (EC 2.7.9.1)"
ID_458,ID_458,D-lactate dehydrogenase,H+ + NADH + Pyruvate=>D-Lactate + NAD,CD630_03940,D-lactate dehydrogenase,D-lactate dehydrogenase (EC 1.1.1.28)
ID_394,ID_394,methylglyoxalase,M-gth-c_c0 + 2-Oxopropanal=>(R)-S-Lactoylglutathione,CD630_11340 or CD630_19450 or CD630_06710 or CD630_04510,Lactoylglutathione lyase,Lactoylglutathione lyase (EC 4.4.1.5)
ID_89,ID_89,acetyl:succinate CoA-transferase,Acetyl-CoA + Succinate=>Acetate + Succinyl-CoA,CD630_23430,Succinyl-CoA:coenzyme A transferase,Acetyl-CoA hydrolase (EC 3.1.2.1)
ID_105,ID_105,S-lactoyl-glutathione hydrolase,H2O + (R)-S-Lactoylglutathione=>M-gth-c_c0 + D-Lactate,CD630_27420,putative hydrolase beta-lactamase-like,MBL-fold metallo-hydrolase superfamily
ID_291,ID_291,malate dehydrogenase (oxaloacetate-decarboxylating) (NAD+),L-Malate + NAD=>CO2 + H+ + NADH + Pyruvate,CD630_10050,putative NAD-dependent malic enzyme,NADP-dependent malic enzyme (EC 1.1.1.40)
ID_716,ID_716,methylglyoxal synthase,Glycerone-phosphate=>2-Oxopropanal + Phosphate,CD630_11530,Methylglyoxal synthase (MGS),Methylglyoxal synthase (EC 4.2.3.3)
ID_36,ID_36,pyruvate formate-lyase,CoA + Pyruvate=>Acetyl-CoA + Formate,CD630_07590 or CD630_11200 or CD630_32820,Pyruvate formate-lyase,Pyruvate formate-lyase (EC 2.3.1.54)
ID_692,ID_692,FMNH2:NADP+ oxidoreductase,FMNH2 + NADP=>FMN + H+ + NADPH,CD630_16740 or CD630_18070 or CD630_31890 or CD630_20860,putative NADPH-dependent FMN reductase,Iron-sulfur flavoprotein
ID_257,ID_257,D-ribulose 5-phosphate formate-lyase,M-rl5p-c_c0=>3-4-dihydroxy-2-butanone4-phosphate + Formate,CD630_16980,"Riboflavin biosynthesis protein ribBA [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase; GTP cyclohydrolase-2","3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II (EC 3.5.4.25)"
ID_356,ID_356,GTP cyclohydrolase II,"GTP + H2O=>2,5-Diamino-6-(5'-phosphoribosylamino)-4-pyrimidineone + Formate + PPi",CD630_16980,"Riboflavin biosynthesis protein ribBA [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase; GTP cyclohydrolase-2","3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II (EC 3.5.4.25)"
ID_599,ID_599,5-amino-6-(D-ribitylamino)uracil butanedionetransferase,3-4-dihydroxy-2-butanone4-phosphate + 4--1-D-Ribitylamino-5-aminouracil=>6-7-Dimethyl-8--1-D-ribityllumazine + H2O + Phosphate,CD630_16970,"6,7-dimethyl-8-ribityllumazine synthase","6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)"
ID_110,ID_110,riboflavin synthase,6-7-Dimethyl-8--1-D-ribityllumazine=>4--1-D-Ribitylamino-5-aminouracil + Riboflavin,CD630_16970 and CD630_16990,"6,7-dimethyl-8-ribityllumazine synthase","6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)"
ID_258,ID_258,ATP:alpha-D-glucose-1-phosphate adenylyltransferase,ATP + Glucose-1-phosphate=>ADPglucose + PPi,CD630_08820,Glucose-1-phosphate adenylyltransferase,Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27)
ID_646,ID_646,diacetylchitobiose-6-phosphate hydrolase,chitobiose-6-phosphate + H2O + H+=>cpd00122 + N-Acetyl-D-glucosamine 6-phosphate,CD630_28810,putative cellobiose-phosphate degrading protein,Cellobiose phosphotransferase system YdjC-like protein
ID_450,ID_450,6-phospho-beta-glucosidase,cellobiose 6-phoshate + H2O=>M-glc6p-c_c0 + beta-D-Glucose,CD630_03890 or CD630_28820 or CD630_038901 or CD630_30960 or CD630_038902 or CD630_31240 or CD630_038903 or CD630_31300,"Cellobiose-6-phosphate hydrolase, family 4",6-phospho-beta-glucosidase (EC 3.2.1.86)
ID_314,ID_314,D-proline reductase,H+ + NADH + D-Proline=>M-pmf-c_c0 + 5-Aminopentanoate + NAD,(CD630_32440 and CD630_32410) or (CD630_32370 and CD630_32390 and CD630_32400),Proline reductase PrdE,"D-proline reductase, 45 kDa subunit (EC 1.21.4.1) / D-proline reductase, 23 kDa subunit (EC 1.21.4.1)"
ID_13671,ID_13671,R_ID_13671,M-ibtal-c_c0 + CoA + NAD=>M-isobutcoa-c_c0 + H+ + NADH,CD630_19170,Ethanolamine acetaldehyde oxydoreductase,"Acetaldehyde dehydrogenase (EC 1.2.1.10) @ Acetaldehyde dehydrogenase (EC 1.2.1.10), ethanolamine utilization cluster"
ID_114,ID_114,betaine reductase,BET + Phosphate + trdrd=>(CH3)3N + Acetylphosphate + H2O + trdox,(CD630_23510 and CD630_23490 and CD630_23570) or (CD630_23480 and CD630_23520 and CD630_23570),Glycine reductase complex selenoprotein A (selenocysteine),Glycine/sarcosine/betaine reductase protein A @ selenocysteine-containing
ID_4,ID_4,phosphate isopentyltransferase,Isovaleryl-CoA + Phosphate=>M-isop-c_c0 + CoA,CD630_01120,phosphate butyryltransferase,Phosphate butyryltransferase (EC 2.3.1.19)
ID_352,ID_352,phosphate isobutanoyltransferase,M-isobutcoa-c_c0 + Phosphate=>M-isobutp-c_c0 + CoA,CD630_01120,phosphate butyryltransferase,Phosphate butyryltransferase (EC 2.3.1.19)
ID_247,ID_247,3-methyl-2-oxobutanoate dehydrogenase (ferredoxin),M-2oiv-c_c0 + CoA + Oxidizedferredoxin=>CO2 + Reducedferredoxin + M-isobutcoa-c_c0,CD630_01160,"putative ferredoxin/flavodoxin oxidoreductase,alpha subunit","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase, alpha subunit (EC 1.2.7.-)"
ID_719,ID_719,hydrogen-sulfide:NAD+ oxidoreductase,H+ + NADH + Sulfite=>H2O + H2S + NAD,CD630_24310 or (CD630_22330 and CD630_22320 and CD630_22310),Anaerobic sulfite reductase subunit B,Anaerobic sulfite reductase subunit B
ID_141,ID_141,hydrogen-sulfide:NADP+ oxidoreductase,H+ + NADPH + Sulfite=>H2O + H2S + NADP,CD630_24310 or (CD630_22330 and CD630_22320 and CD630_22310),Anaerobic sulfite reductase subunit B,Anaerobic sulfite reductase subunit B
ID_617,ID_617,geranyltranstransferase,Geranyldiphosphate + Isopentenyldiphosphate=>Farnesyldiphosphate + PPi,CD630_12050,Geranyltranstransferase,"(2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10)"
ID_292,ID_292,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,1-Hydroxy-2-methyl-2-butenyl 4-diphosphate + H+ + NADPH=>H2O + Isopentenyldiphosphate + NADP,CD630_18180,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.7.4)
ID_640,ID_640,dimethylallyl diphosphate:NADP+ oxidoreductase,1-Hydroxy-2-methyl-2-butenyl 4-diphosphate + H+ + NADPH=>DMAPP + H2O + NADP,CD630_18180,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.7.4)
ID_749,ID_749,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,4--cytidine5-diphospho-2-C-methyl-D-erythritol + ATP=>2-phospho-4--cytidine5-diphospho-2-C-methyl-D-erythritol + ADP,CD630_35660,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase),4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)
ID_645,ID_645,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,2-C-methyl-D-erythritol4-phosphate + CTP=>4--cytidine5-diphospho-2-C-methyl-D-erythritol + PPi,CD630_00470,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60)
ID_705,ID_705,"2-C-methyl-D-erythritol-2,4-cyclodiphosphate:reduced ferredoxin oxidase",2-C-methyl-D-erythritol2-4-cyclodiphosphate + Reducedferredoxin + H+=>1-Hydroxy-2-methyl-2-butenyl 4-diphosphate + Oxidizedferredoxin + H2O,CD630_21280,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin) (EC 1.17.7.3)
ID_637,ID_637,1-deoxy-D-xylulose-5-phosphate reductoisomerase,1-deoxy-D-xylulose5-phosphate + H+ + NADPH=>2-C-methyl-D-erythritol4-phosphate + NADP,CD630_21300,1-deoxy-D-xylulose 5-phosphate reductoisomerase,1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)
ID_150,ID_150,"(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate cistransferase",Farnesyldiphosphate + Isopentenyldiphosphate=>PPi + Bactoprenyl diphosphate,CD630_21360 or CD630_27620,putative undecaprenyl pyrophosphate synthetase,Undecaprenyl diphosphate synthase (EC 2.5.1.31)
ID_70,ID_70,farnesyltranstransferase,Farnesyldiphosphate + Isopentenyldiphosphate=>Geranylgeranyl diphosphate + PPi,CD630_12050,Geranyltranstransferase,"(2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10)"
ID_431,ID_431,dimethylallyltranstransferase,DMAPP + Isopentenyldiphosphate=>Geranyldiphosphate + PPi,CD630_12050,Geranyltranstransferase,"(2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10)"
ID_639,ID_639,undecaprenyl-diphosphate phosphohydrolase,H2O + Bactoprenyl diphosphate=>M-udpcpp-c_c0 + Phosphate,CD630_13320 or CD630_29860,Undecaprenyl-diphosphatase 1 (Undecaprenyl pyrophosphate phosphatase 1) (Bacitracin resistance protein 1),Undecaprenyl-diphosphatase (EC 3.6.1.27)
ID_403,ID_403,geranylgeranyl-diphosphate:isopentenyl-diphosphate transtransferase,Geranylgeranyl diphosphate + Isopentenyldiphosphate=>pendp + PPi,CD630_12050,Geranyltranstransferase,"(2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10)"
ID_46,ID_46,isopentenyl-diphosphate:NAD+ oxidoreductase,1-Hydroxy-2-methyl-2-butenyl 4-diphosphate + H+ + NADH=>H2O + Isopentenyldiphosphate + NAD,CD630_18180,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.7.4)
ID_17,ID_17,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",2-phospho-4--cytidine5-diphospho-2-C-methyl-D-erythritol=>2-C-methyl-D-erythritol2-4-cyclodiphosphate + CMP,CD630_00480,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase","2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)"
ID_351,ID_351,dimethylallyl diphosphate:NAD+ oxidoreductase,1-Hydroxy-2-methyl-2-butenyl 4-diphosphate + H+ + NADH=>DMAPP + H2O + NAD,CD630_18180,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.7.4)
ID_720,ID_720,L-tyrosine 4-methylphenol-lyase (2-iminoacetate-forming),M-elecacceptred-c_c0 + S-Adenosyl-L-methionine + L-Tyrosine=>Acceptor + Iminoglycine + p-Cresol + 5'-Deoxyadenosine + L-Methionine,CD630_17050 or CD630_21560,Thiamine biosynthesis protein ThiH,[FeFe]-hydrogenase maturation protein HydG
ID_468,ID_468,xylulose-5-phosphate : thiamin diphosphate glycolaldehydetransferase,TPP + D-Xylulose5-phosphate=>M-dhettp-c_c0 + M-glyald3p-c_c0 + H+,CD630_23220 or CD630_23210 or CD630_34600 or CD630_34590,"Transketolase, pyridine binding subunit","Transketolase, C-terminal section (EC 2.2.1.1)"
ID_225,ID_225,ATP:4-methyl-5-(beta-hydroxyethyl)thiazole 2-phosphotransferase,4-Methyl-5--2-hydroxyethyl-thiazole + ATP=>M-4m52poet-c_c0 + ADP,CD630_16000 or CD630_21560,Thiamine biosynthesis protein ThiH,[FeFe]-hydrogenase maturation protein HydG
ID_214,ID_214,thiamine-phosphate diphosphorylase,4-Amino-2-methyl-5-diphosphomethylpyrimidine + M-4m52poet-c_c0 + H+=>PPi + Thiamine phosphate,CD630_16010 or CD630_17060,Thiamine-phosphate pyrophosphorylase,Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
ID_636,ID_636,phosphomethylpyrimidine synthase (2'deoxyadenosine),AIR + S-Adenosyl-L-methionine=>4-Amino-5-phosphomethyl-2-methylpyrimidine + CO + Deoxyadenosine + Formate + L-Methionine,CD630_17020,Thiamine biosynthesis protein ThiC,Phosphomethylpyrimidine synthase ThiC (EC 4.1.99.17)
ID_668,ID_668,Phosphomethylpyrimidine synthase (5'deoxyadenosine),AIR + S-Adenosyl-L-methionine=>4-Amino-5-phosphomethyl-2-methylpyrimidine + 5'-Deoxyadenosine + CO + Formate + L-Methionine,CD630_17020,Thiamine biosynthesis protein ThiC,Phosphomethylpyrimidine synthase ThiC (EC 4.1.99.17)
ID_264,ID_264,phosphomethylpyrimidine kinase,4-Amino-5-phosphomethyl-2-methylpyrimidine + ATP=>4-Amino-2-methyl-5-diphosphomethylpyrimidine + ADP,CD630_13530 or CD630_15590,putative phosphomethylpyrimidine kinase,Pyridoxal kinase (EC 2.7.1.35)
ID_228,ID_228,sedoheptulose-7-phosphate : thiamin diphosphate glycolaldehydetransferase,M-shl7p-c_c0 + TPP=>M-dhettp-c_c0 + H+ + ribose-5-phosphate,CD630_23220 or CD630_23210 or CD630_34600 or CD630_34590,"Transketolase, pyridine binding subunit","Transketolase, C-terminal section (EC 2.2.1.1)"
ID_15,ID_15,"2,3-diaminopropanoate ammonia-lyase (adding water; pyruvate-forming)","2,3-Diaminopropionate + H2O=>NH3 + Pyruvate",CD630_20850 or CD630_31840,Diaminopropionate ammonia-lyase,Diaminopropionate ammonia-lyase (EC 4.3.1.15)
ID_478,ID_478,1-deoxy-D-xylulose-5-phosphate synthase,M-glyald3p-c_c0 + Pyruvate=>1-deoxy-D-xylulose5-phosphate + CO2,CD630_12070,1-deoxy-D-xylulose-5-phosphate synthase,1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)
ID_210,ID_210,4-methyl-5-(beta-hydroxyethyl)thiazole Biosynthesis,L-Cysteine + Glycine + M-glyald3p-c_c0 + Pyruvate=>4-Methyl-5--2-hydroxyethyl-thiazole + L-Alanine + CO2 + H2O + Phosphate,(CD630_17030 and CD630_17021 and CD630_17040 and CD630_17050 and CD630_07540) or (CD630_17030 and CD630_17021 and CD630_17040 and CD630_21560 and CD630_07540),Thiamine biosynthesis protein ThiH,[FeFe]-hydrogenase maturation protein HydG
ID_388,ID_388,thiamine diphosphokinase,ATP + Thiamin=>AMP + TPP,CD630_25740 or CD630_12150,putative thiamine diphosphokinase,FIG005773: conserved membrane protein ML1361
Trans_fe,Trans_fe,Ferrous iron transport,Fe=>Fe,CD630_14780 or CD630_15180 or CD630_32730 or CD630_14790 or CD630_15170 or CD630_32740 or CD630_14770 or CD630_09020 or CD630_18310 or CD630_21220 or CD630_28320 or CD630_32700 or CD630_35200,putative cation efflux protein,Cobalt-zinc-cadmium resistance protein
Trans_cobalt2,Trans_cobalt2,cobalt transporter,Co2+ [e0]=>Co2+,CD630_09020 or CD630_18310 or CD630_21220 or CD630_28320 or CD630_35200,putative cation efflux protein,Cobalt-zinc-cadmium resistance protein
Trans_etoa,Trans_etoa,ethanolamine transporter,Aminoethanol [e0]=>Aminoethanol,CD630_19240 or CD630_07420,Ethanolamine transport protein,Ethanolamine permease
ID_722,ID_722,tyrosine:2-oxoglutarate aminotransferase,2-Oxoglutarate + L-Tyrosine=>p-hydroxyphenylpyruvate + L-Glutamate,CD630_01070 or CD630_13390 or CD630_28280 or CD630_15490 or CD630_22000,Aspartate aminotransferase (AspAT) (Transaminase A),Alanine transaminase (EC 2.6.1.2)
ID_354,ID_354,2-methyl-3-hydroxybutyryl-CoA:NAD+ oxidoreductase,M-2m3hbcoa-c_c0 + NAD=>2-Methylacetoacetyl-CoA + H+ + NADH,CD630_11820,3-oxoacyl-[acyl-carrier protein,"3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100), FadG"
ID_369,ID_369,L-valine:pyruvate aminotransferase,Pyruvate + L-Valine=>M-2oiv-c_c0 + L-Alanine,CD630_36640,putative aminotransferase,Aspartate aminotransferase (AspB-4) (EC 2.6.1.1)
ID_691,ID_691,"2-methylbutanoyl-CoA:FAD 2,3-oxidoreductase",2-Methylbutyryl-CoA + FAD=>Tiglyl-CoA + FADH2,CD630_03990 or CD630_10540,"Acyl-CoA dehydrogenase, short-chain specific","Electron-bifurcating caffeyl-CoA reductase-Etf complex, caffeyl-CoA reductase subunit"
ID_539,ID_539,propanoyl-CoA:formate C-propanoyltransferase,2-Oxobutyrate + CoA=>Formate + Propionyl-CoA,CD630_07590 or CD630_11200 or CD630_32820,Pyruvate formate-lyase,Pyruvate formate-lyase (EC 2.3.1.54)
ID_497,ID_497,ATP:cob(I0alamin Co-beta-adenosyltransferase,ATP + Methylcobalamin=>Calomide + Triphosphate,CD630_19190,Ethanolamine corrinoid cobalamin adenosyltransferase,"ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17) @ ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17), ethanolamine utilization"
ID_256,ID_256,S-adenosyl-L-methionine:precorrin-1 C-methyltransferase,S-Adenosyl-L-methionine + Precorrin 1=>S-Adenosyl-homocysteine + Precorrin 2,CD630_34200,Bifunctional uroporphyrinogen-III methyltransferase/uroporphyrinogen-III synthase,Uroporphyrinogen-III methyltransferase (EC 2.1.1.107) / Uroporphyrinogen-III synthase (EC 4.2.1.75)
ID_207,ID_207,adenosylcobinamide-phosphate guanylyltransferase,Adenosyl cobinamide phosphate + GTP=>Adenosylcobinamide-GDP + PPi,CD630_34380,Bifunctional adenosylcobalamin biosynthesis protein CobU [Adenosylcobinamide kinase; Adenosylcobinamide-phosphate guanylyltransferase,Adenosylcobinamide kinase (EC 2.7.1.156) / Adenosylcobinamide-phosphate guanylyltransferase (EC 2.7.7.62)
ID_236,ID_236,"nicotinate mononucleotide:5,6-dimethylbenzimidazole phospho-D-ribosyltransferase","Dimethylbenzimidazole + 3-pyridinecarboxylic acid, mononucleotide=>H+ + Niacin + alpha-Ribazole 5'-phosphate",CD630_34390,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (NN:DBI PRT) (N(1)-alpha-phosphoribosyltransferase),Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21)
ID_465,ID_465,coproporphyrinogen dehydrogenase,CoproporphyrinogenIII + S-Adenosyl-L-methionine=>ProtoporphyrinogenIX + 5'-Deoxyadenosine + CO2 + L-Methionine,CD630_24640 or CD630_27410,Coproporphyrinogen III oxidase,"Hypothetical radical SAM family enzyme, NOT coproporphyrinogen III oxidase, oxygen-independent"
ID_456,ID_456,hydroxymethylbilane hydro-lyase,Hydroxymethylbilane=>H2O + UroporphyrinogenIII,CD630_34200,Bifunctional uroporphyrinogen-III methyltransferase/uroporphyrinogen-III synthase,Uroporphyrinogen-III methyltransferase (EC 2.1.1.107) / Uroporphyrinogen-III synthase (EC 4.2.1.75)
ID_529,ID_529,threonine-phosphate carboxy-lyase,L-Threonine phosphate=>(R)-1-Aminopropan-2-yl phosphate + CO2,CD630_26920 or CD630_34320,"Threonine-phosphate decarboxylase (L-threonine-O-3-phosphate decarboxylase), CobD/CbiB family",L-threonine 3-O-phosphate decarboxylase (EC 4.1.1.81)
ID_538,ID_538,adenosylcobinamide kinase,Adenosyl cobinamide + ATP=>M-adcobamp-c_c0 + ADP,CD630_34380,Bifunctional adenosylcobalamin biosynthesis protein CobU [Adenosylcobinamide kinase; Adenosylcobinamide-phosphate guanylyltransferase,Adenosylcobinamide kinase (EC 2.7.1.156) / Adenosylcobinamide-phosphate guanylyltransferase (EC 2.7.7.62)
ID_717,ID_717,S-adenosyl-L-methionine:uroporphyrin-III C-methyltransferase,S-Adenosyl-L-methionine + UroporphyrinogenIII=>S-Adenosyl-homocysteine + Precorrin 2,CD630_34200,Bifunctional uroporphyrinogen-III methyltransferase/uroporphyrinogen-III synthase,Uroporphyrinogen-III methyltransferase (EC 2.1.1.107) / Uroporphyrinogen-III synthase (EC 4.2.1.75)
ID_47,ID_47,adenosylcobinamide kinase,Adenosyl cobinamide + GTP=>M-adcobamp-c_c0 + GDP,CD630_34380,Bifunctional adenosylcobalamin biosynthesis protein CobU [Adenosylcobinamide kinase; Adenosylcobinamide-phosphate guanylyltransferase,Adenosylcobinamide kinase (EC 2.7.1.156) / Adenosylcobinamide-phosphate guanylyltransferase (EC 2.7.7.62)
ID_37,ID_37,S-adenosyl-L-methionine:cobalt-factor-II C20-methyltransferase,S-Adenosyl-L-methionine + Cobalt-precorrin 2=>S-Adenosyl-homocysteine + Cobalt-factor III,CD630_34220,Sirohydrochlorin cobaltochelatase,Sirohydrochlorin cobaltochelatase CbiK (EC 4.99.1.3) @ Sirohydrochlorin ferrochelatase activity of CbiK (EC 4.99.1.4)
ID_103,ID_103,ATP:Biotin adenyltransferase,ATP + BIOT=>Biotinyl-5-AMP + PPi,CD630_35580,BirA bifunctional protein (Includes: biotin operon repressor and biotin--[acetyl-CoA-carboxylase,Biotin operon repressor / Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15)
ID_671,ID_671,S-adenosyl-L-methionine:cobalt-precorrin-5B (C1)-methyltransferase,S-Adenosyl-L-methionine + Cobalt-precorrin 5B + H+=>S-Adenosyl-homocysteine + Cobalt-precorrin 6,CD630_34290,Cobalt-precorrin-6A synthase [deacetylating,Cobalt-precorrin-5B (C1)-methyltransferase (EC 2.1.1.195)
ID_91,ID_91,"2,3-dihydro-2,3-dihydroxybenzoate:NAD+ oxidoreductase","M-23dh23dhvz-c_c0 + NAD=>2,3-Dihydroxybenzoate + H2O + H+ + NADH",CD630_11820,3-oxoacyl-[acyl-carrier protein,"3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100), FadG"
ID_540,ID_540,5-aminolevulinate hydro-lyase,UroporphyrinogenIII=>CO2 + CoproporphyrinogenIII,CD630_34190,Delta-aminolevulinic acid dehydratase (porphobilinogen synthase),Porphobilinogen synthase (EC 4.2.1.24)
